,index,Cluster,County,R_0 (std),R_8/2 (std),# (\%) infected as predicted,Measured cases,Population,Fatality rate (measured death/cases)
253,899,1,"DeKalb County, MO",3.517 (0.096),1.213 (0.041),151 (1.2),32,"12,630",3.12\%
254,86,1,"Wright County, IA",1.193 (0.333),0.914 (0.032),52 (0.4),441,"12,690",0.23\%
255,260,1,"Sumter County, AL",3.438 (0.069),0.979 (0.238),"2,896 (22.8)",361,"12,691",4.99\%
256,120,1,"Presque Isle County, MI",2.875 (0.075),0.935 (0.074),110 (0.9),17,"12,738",5.88\%
257,735,1,"Butler County, KY",3.302 (0.115),1.076 (0.034),"2,096 (16.4)",292,"12,772",5.14\%
258,834,1,"Shoshone County, ID",1.387 (0.401),1.116 (0.039),312 (2.4),73,"12,796",2.74\%
259,1129,1,"Wilbarger County, TX",3.777 (0.083),1.235 (0.028),204 (1.6),50,"12,820",2.00\%
260,299,1,"Bleckley County, GA",3.128 (0.064),1.014 (0.014),429 (3.3),132,"12,838",2.27\%
261,223,1,"Choctaw County, AL",3.438 (0.069),0.979 (0.238),"1,931 (15.0)",273,"12,841",4.40\%
262,47,1,"Cass County, IA",1.193 (0.333),0.914 (0.032),52 (0.4),47,"12,930",2.13\%
263,309,1,"Charlton County, GA",3.128 (0.064),1.014 (0.014),429 (3.3),380,"12,968",0.79\%
264,593,1,"Amelia County, VA",0.929 (0.040),1.044 (0.028),122 (0.9),73,"13,013",1.37\%
265,1005,1,"Camp County, TX",3.777 (0.083),1.235 (0.028),819 (6.3),214,"13,033",1.87\%
266,780,1,"Webster County, KY",3.302 (0.115),1.076 (0.034),139 (1.1),81,"13,111",1.23\%
267,268,1,"Buffalo County, WI",1.463 (0.432),0.998 (0.030),218 (1.7),41,"13,125",4.88\%
268,447,1,"Vinton County, OH",3.557 (0.092),1.017 (0.031),243 (1.9),30,"13,139",6.67\%
269,360,1,"Macon County, GA",3.128 (0.064),1.014 (0.014),"1,430 (10.9)",175,"13,143",5.71\%
270,1068,1,"Lamb County, TX",3.777 (0.083),1.235 (0.028),"1,433 (10.9)",203,"13,158",3.45\%
271,14,1,"Moffat County, CO",2.912 (0.092),0.810 (0.238),105 (0.8),25,"13,188",4.00\%
272,708,1,"Ford County, IL",3.133 (0.391),1.060 (0.041),126 (1.0),41,"13,264",2.44\%
273,224,1,"Clay County, AL",3.438 (0.069),0.979 (0.238),804 (6.1),216,"13,275",2.31\%
274,453,1,"Bienville Parish, LA",3.373 (0.067),1.018 (0.130),"4,126 (31.0)",353,"13,308",8.50\%
275,795,1,"Hughes County, OK",2.922 (0.079),1.090 (0.027),132 (1.0),111,"13,335",0.90\%
276,507,1,"Howard County, AR",3.130 (0.340),1.030 (0.207),309 (2.3),296,"13,341",0.68\%
277,955,1,"Grundy County, TN",3.637 (0.079),1.226 (0.025),364 (2.7),101,"13,346",1.98\%
278,900,1,"Douglas County, MO",3.517 (0.096),1.213 (0.041),303 (2.3),73,"13,373",2.74\%
279,513,1,"Lincoln County, AR",3.130 (0.340),1.030 (0.207),"1,701 (12.7)","1,182","13,383",0.93\%
280,577,1,"Perquimans County, NC",3.679 (0.104),1.032 (0.056),241 (1.8),67,"13,422",2.99\%
281,756,1,"Jackson County, KY",3.302 (0.115),1.076 (0.034),"1,956 (14.6)",142,"13,442",9.86\%
282,1013,1,"Comanche County, TX",3.777 (0.083),1.235 (0.028),614 (4.5),230,"13,534",1.30\%
283,654,1,"Greene County, MS",3.376 (0.067),1.058 (0.020),"1,762 (13.0)",226,"13,586",4.87\%
284,508,1,"Izard County, AR",3.130 (0.340),1.030 (0.207),154 (1.1),44,"13,593",2.27\%
285,322,1,"Dooly County, GA",3.128 (0.064),1.014 (0.014),"2,002 (14.6)",242,"13,706",5.79\%
286,1147,1,"Glades County, FL",3.647 (0.407),1.276 (0.029),478 (3.5),391,"13,724",0.77\%
287,1089,1,"Newton County, TX",3.777 (0.083),1.235 (0.028),819 (6.0),86,"13,746",4.65\%
288,433,1,"Monroe County, OH",3.557 (0.092),1.017 (0.031),"2,194 (15.9)",90,"13,790",20.00\%
289,231,1,"Crenshaw County, AL",3.438 (0.069),0.979 (0.238),482 (3.5),284,"13,824",1.06\%
290,37,1,"Allamakee County, IA",1.193 (0.333),0.914 (0.032),210 (1.5),149,"13,832",2.68\%
291,74,1,"O'Brien County, IA",1.193 (0.333),0.914 (0.032),52 (0.4),131,"13,840",0.76\%
292,244,1,"Lamar County, AL",3.438 (0.069),0.979 (0.238),321 (2.3),194,"13,844",1.03\%
293,98,1,"Crawford County, MI",2.875 (0.075),0.935 (0.074),550 (4.0),97,"13,901",5.15\%
294,380,1,"Screven County, GA",3.128 (0.064),1.014 (0.014),"1,287 (9.2)",173,"13,938",5.20\%
295,686,1,"Tallahatchie County, MS",3.376 (0.067),1.058 (0.020),"1,602 (11.5)",493,"13,987",2.03\%
296,1004,1,"Callahan County, TX",3.777 (0.083),1.235 (0.028),614 (4.4),41,"13,994",7.32\%
297,186,1,"Newton County, IN",3.361 (0.085),0.954 (0.022),"1,167 (8.3)",109,"14,011",9.17\%
298,548,1,"Chowan County, NC",3.679 (0.104),1.032 (0.056),120 (0.9),138,"14,029",0.72\%
299,343,1,"Jasper County, GA",3.128 (0.064),1.014 (0.014),143 (1.0),124,"14,040",0.81\%
300,487,1,"Winn Parish, LA",3.373 (0.067),1.018 (0.130),962 (6.8),386,"14,134",1.81\%
301,286,1,"Rusk County, WI",1.463 (0.432),0.998 (0.030),109 (0.8),16,"14,147",6.25\%
302,880,1,"Pennington County, MN",1.012 (0.032),1.172 (0.034),143 (1.0),70,"14,178",1.43\%
303,1136,1,"Zapata County, TX",3.777 (0.083),1.235 (0.028),409 (2.9),156,"14,190",1.28\%
304,585,1,"Swain County, NC",3.679 (0.104),1.032 (0.056),241 (1.7),105,"14,245",1.90\%
305,1154,1,"Jefferson County, FL",3.647 (0.407),1.276 (0.029),797 (5.6),344,"14,288",1.45\%
306,759,1,"Larue County, KY",3.302 (0.115),1.076 (0.034),139 (1.0),49,"14,307",2.04\%
307,1149,1,"Hamilton County, FL",3.647 (0.407),1.276 (0.029),478 (3.3),587,"14,310",0.51\%
308,702,1,"Carroll County, IL",3.133 (0.391),1.060 (0.041),380 (2.7),45,"14,312",6.67\%
309,946,1,"Crockett County, TN",3.637 (0.079),1.226 (0.025),546 (3.8),223,"14,328",1.35\%
310,359,1,"McIntosh County, GA",3.128 (0.064),1.014 (0.014),286 (2.0),150,"14,340",1.33\%
311,145,1,"Saline County, NE",0.970 (0.028),0.939 (0.027),258 (1.8),583,"14,350",0.34\%
312,1078,1,"Madison County, TX",3.777 (0.083),1.235 (0.028),409 (2.8),645,"14,422",0.31\%
313,643,1,"Calhoun County, MS",3.376 (0.067),1.058 (0.020),"1,281 (8.9)",374,"14,436",2.14\%
314,692,1,"Walthall County, MS",3.376 (0.067),1.058 (0.020),"2,883 (19.9)",442,"14,465",4.07\%
315,841,1,"Calhoun County, SC",1.243 (0.034),1.159 (0.024),"1,747 (12.0)",314,"14,520",3.18\%
316,44,1,"Butler County, IA",1.193 (0.333),0.914 (0.032),105 (0.7),113,"14,539",1.77\%
317,1140,1,"Calhoun County, FL",3.647 (0.407),1.276 (0.029),"1,116 (7.7)",319,"14,587",2.19\%
318,882,1,"Renville County, MN",1.012 (0.032),1.172 (0.034),719 (4.9),58,"14,612",8.62\%
319,788,1,"Choctaw County, OK",2.922 (0.079),1.090 (0.027),132 (0.9),166,"14,668",0.60\%
320,240,1,"Hale County, AL",3.438 (0.069),0.979 (0.238),"4,022 (27.3)",449,"14,726",5.57\%
321,1118,1,"Trinity County, TX",3.777 (0.083),1.235 (0.028),409 (2.8),135,"14,740",1.48\%
322,1090,1,"Nolan County, TX",3.777 (0.083),1.235 (0.028),614 (4.2),131,"14,751",2.29\%
323,938,1,"Bledsoe County, TN",3.637 (0.079),1.226 (0.025),182 (1.2),668,"14,755",0.15\%
324,495,1,"Clay County, AR",3.130 (0.340),1.030 (0.207),618 (4.2),107,"14,847",3.74\%
325,1058,1,"Jackson County, TX",3.777 (0.083),1.235 (0.028),819 (5.5),320,"14,874",1.25\%
326,467,1,"LaSalle Parish, LA",3.373 (0.067),1.018 (0.130),275 (1.8),236,"14,917",0.85\%
327,61,1,"Hamilton County, IA",1.193 (0.333),0.914 (0.032),52 (0.4),239,"14,952",0.42\%
328,225,1,"Cleburne County, AL",3.438 (0.069),0.979 (0.238),160 (1.1),114,"14,987",0.88\%
329,572,1,"Mitchell County, NC",3.679 (0.104),1.032 (0.056),241 (1.6),108,"15,000",1.85\%
330,884,1,"Sibley County, MN",1.012 (0.032),1.172 (0.034),287 (1.9),78,"15,028",2.56\%
331,344,1,"Jeff Davis County, GA",3.128 (0.064),1.014 (0.014),858 (5.7),394,"15,029",1.52\%
332,369,1,"Oglethorpe County, GA",3.128 (0.064),1.014 (0.014),"1,001 (6.7)",187,"15,054",3.74\%
333,103,1,"Gogebic County, MI",2.875 (0.075),0.935 (0.074),110 (0.7),96,"15,096",1.04\%
334,114,1,"Missaukee County, MI",2.875 (0.075),0.935 (0.074),110 (0.7),40,"15,113",2.50\%
335,757,1,"Knott County, KY",3.302 (0.115),1.076 (0.034),139 (0.9),40,"15,126",2.50\%
336,204,1,"Tipton County, IN",3.361 (0.085),0.954 (0.022),583 (3.9),106,"15,128",4.72\%
337,421,1,"Harrison County, OH",3.557 (0.092),1.017 (0.031),121 (0.8),19,"15,174",5.26\%
338,829,1,"Gooding County, ID",1.387 (0.401),1.116 (0.039),156 (1.0),134,"15,196",0.75\%
339,158,1,"Brown County, IN",3.361 (0.085),0.954 (0.022),116 (0.8),70,"15,234",1.43\%
340,269,1,"Burnett County, WI",1.463 (0.432),0.998 (0.030),109 (0.7),14,"15,392",7.14\%
341,620,1,"Nottoway County, VA",0.929 (0.040),1.044 (0.028),"1,103 (7.2)",176,"15,420",5.11\%
342,345,1,"Jefferson County, GA",3.128 (0.064),1.014 (0.014),858 (5.6),434,"15,430",1.38\%
343,283,1,"Marquette County, WI",1.463 (0.432),0.998 (0.030),109 (0.7),71,"15,434",1.41\%
344,486,1,"West Feliciana Parish, LA",3.373 (0.067),1.018 (0.130),"2,200 (14.2)",324,"15,460",4.94\%
345,301,1,"Brooks County, GA",3.128 (0.064),1.014 (0.014),"2,145 (13.8)",371,"15,513",4.04\%
346,648,1,"Clarke County, MS",3.376 (0.067),1.058 (0.020),"4,005 (25.7)",298,"15,604",8.39\%
347,605,1,"Grayson County, VA",0.929 (0.040),1.044 (0.028),490 (3.1),130,"15,631",3.08\%
348,1062,1,"Karnes County, TX",3.777 (0.083),1.235 (0.028),819 (5.2),298,"15,650",1.34\%
349,1097,1,"Pecos County, TX",3.777 (0.083),1.235 (0.028),204 (1.3),209,"15,673",0.48\%
350,1103,1,"Reeves County, TX",3.777 (0.083),1.235 (0.028),614 (3.9),135,"15,695",2.22\%
351,57,1,"Floyd County, IA",1.193 (0.333),0.914 (0.032),105 (0.7),124,"15,761",1.61\%
352,601,1,"Floyd County, VA",0.929 (0.040),1.044 (0.028),122 (0.8),37,"15,795",2.70\%
353,386,1,"Telfair County, GA",3.128 (0.064),1.014 (0.014),"1,001 (6.3)",253,"15,876",2.77\%
354,740,1,"Casey County, KY",3.302 (0.115),1.076 (0.034),"1,397 (8.8)",154,"15,888",6.49\%
355,465,1,"Jackson Parish, LA",3.373 (0.067),1.018 (0.130),"2,475 (15.6)",357,"15,902",5.04\%
356,456,1,"Claiborne Parish, LA",3.373 (0.067),1.018 (0.130),"1,513 (9.5)",222,"15,944",4.95\%
357,683,1,"Smith County, MS",3.376 (0.067),1.058 (0.020),"2,082 (13.0)",377,"16,002",3.45\%
358,754,1,"Henry County, KY",3.302 (0.115),1.076 (0.034),279 (1.7),91,"16,106",2.20\%
359,915,1,"Moniteau County, MO",3.517 (0.096),1.213 (0.041),303 (1.9),123,"16,121",1.63\%
360,50,1,"Clay County, IA",1.193 (0.333),0.914 (0.032),52 (0.3),171,"16,134",0.58\%
361,64,1,"Iowa County, IA",1.193 (0.333),0.914 (0.032),52 (0.3),88,"16,141",1.14\%
362,1148,1,"Gulf County, FL",3.647 (0.407),1.276 (0.029),319 (2.0),379,"16,164",0.53\%
363,937,1,"Benton County, TN",3.637 (0.079),1.226 (0.025),182 (1.1),92,"16,184",1.09\%
364,866,1,"Kanabec County, MN",1.012 (0.032),1.172 (0.034),143 (0.9),28,"16,207",3.57\%
365,318,1,"Dade County, GA",3.128 (0.064),1.014 (0.014),143 (0.9),110,"16,226",0.91\%
366,71,1,"Madison County, IA",1.193 (0.333),0.914 (0.032),105 (0.6),100,"16,249",2.00\%
367,917,1,"Pemiscot County, MO",3.517 (0.096),1.213 (0.041),"1,213 (7.5)",205,"16,272",3.90\%
368,888,1,"Bates County, MO",3.517 (0.096),1.213 (0.041),151 (0.9),39,"16,320",2.56\%
369,724,1,"Wayne County, IL",3.133 (0.391),1.060 (0.041),126 (0.8),44,"16,332",2.27\%
370,167,1,"Fountain County, IN",3.361 (0.085),0.954 (0.022),233 (1.4),63,"16,351",3.17\%
371,262,1,"Washington County, AL",3.438 (0.069),0.979 (0.238),"1,770 (10.8)",310,"16,378",3.55\%
372,596,1,"Brunswick County, VA",0.929 (0.040),1.044 (0.028),122 (0.7),205,"16,384",0.49\%
373,813,1,"Pawnee County, OK",2.922 (0.079),1.090 (0.027),396 (2.4),120,"16,390",2.50\%
374,661,1,"Jasper County, MS",3.376 (0.067),1.058 (0.020),"1,281 (7.8)",375,"16,428",2.13\%
375,237,1,"Fayette County, AL",3.438 (0.069),0.979 (0.238),804 (4.9),169,"16,433",2.96\%
376,517,1,"Madison County, AR",3.130 (0.340),1.030 (0.207),154 (0.9),259,"16,481",0.39\%
377,986,1,"Wayne County, TN",3.637 (0.079),1.226 (0.025),182 (1.1),214,"16,558",0.47\%
378,534,1,"Van Buren County, AR",3.130 (0.340),1.030 (0.207),309 (1.9),50,"16,603",4.00\%
379,700,1,"Bond County, IL",3.133 (0.391),1.060 (0.041),253 (1.5),54,"16,630",3.70\%
380,197,1,"Rush County, IN",3.361 (0.085),0.954 (0.022),466 (2.8),79,"16,663",5.06\%
381,501,1,"Cross County, AR",3.130 (0.340),1.030 (0.207),154 (0.9),166,"16,676",0.60\%
382,5,1,"Alamosa County, CO",2.912 (0.092),0.810 (0.238),947 (5.7),224,"16,683",4.02\%
383,1143,1,"Dixie County, FL",3.647 (0.407),1.276 (0.029),638 (3.8),272,"16,700",1.47\%
384,898,1,"Dallas County, MO",3.517 (0.096),1.213 (0.041),151 (0.9),49,"16,762",2.04\%
385,297,1,"Ben Hill County, GA",3.128 (0.064),1.014 (0.014),429 (2.6),346,"16,787",0.87\%
386,509,1,"Jackson County, AR",3.130 (0.340),1.030 (0.207),154 (0.9),58,"16,811",1.72\%
387,723,1,"Union County, IL",3.133 (0.391),1.060 (0.041),"2,666 (15.8)",303,"16,841",6.93\%
388,1111,1,"Scurry County, TX",3.777 (0.083),1.235 (0.028),204 (1.2),433,"16,866",0.23\%
389,377,1,"Rabun County, GA",3.128 (0.064),1.014 (0.014),429 (2.5),191,"16,867",1.57\%
390,979,1,"Polk County, TN",3.637 (0.079),1.226 (0.025),182 (1.1),166,"16,898",0.60\%
391,81,1,"Tama County, IA",1.193 (0.333),0.914 (0.032),"1,528 (9.0)",537,"16,904",5.40\%
392,191,1,"Parke County, IN",3.361 (0.085),0.954 (0.022),116 (0.7),45,"16,927",2.22\%
393,611,1,"King William County, VA",0.929 (0.040),1.044 (0.028),245 (1.4),77,"16,939",2.60\%
394,54,1,"Delaware County, IA",1.193 (0.333),0.914 (0.032),52 (0.3),90,"17,069",1.11\%
395,530,1,"Sevier County, AR",3.130 (0.340),1.030 (0.207),"1,546 (9.0)",935,"17,139",1.07\%
396,852,1,"Lee County, SC",1.243 (0.034),1.159 (0.024),"4,717 (27.5)",522,"17,142",5.17\%
397,55,1,"Dickinson County, IA",1.193 (0.333),0.914 (0.032),210 (1.2),375,"17,153",1.07\%
398,52,1,"Crawford County, IA",1.193 (0.333),0.914 (0.032),158 (0.9),715,"17,158",0.42\%
399,315,1,"Cook County, GA",3.128 (0.064),1.014 (0.014),858 (5.0),402,"17,162",1.49\%
400,645,1,"Chickasaw County, MS",3.376 (0.067),1.058 (0.020),"3,043 (17.7)",435,"17,171",4.37\%
401,241,1,"Henry County, AL",3.438 (0.069),0.979 (0.238),482 (2.8),243,"17,209",1.23\%
402,1072,1,"Leon County, TX",3.777 (0.083),1.235 (0.028),204 (1.2),138,"17,270",0.72\%
403,943,1,"Chester County, TN",3.637 (0.079),1.226 (0.025),182 (1.1),192,"17,276",0.52\%
404,1104,1,"Robertson County, TX",3.777 (0.083),1.235 (0.028),204 (1.2),214,"17,284",0.47\%
405,916,1,"New Madrid County, MO",3.517 (0.096),1.213 (0.041),151 (0.9),184,"17,296",0.54\%
406,148,1,"Seward County, NE",0.970 (0.028),0.939 (0.027),129 (0.7),96,"17,318",1.04\%
407,959,1,"Haywood County, TN",3.637 (0.079),1.226 (0.025),910 (5.3),369,"17,335",1.36\%
408,531,1,"Sharp County, AR",3.130 (0.340),1.030 (0.207),773 (4.5),104,"17,366",4.81\%
409,285,1,"Richland County, WI",1.463 (0.432),0.998 (0.030),436 (2.5),32,"17,377",12.50\%
410,51,1,"Clayton County, IA",1.193 (0.333),0.914 (0.032),158 (0.9),97,"17,556",3.09\%
411,632,1,"Southampton County, VA",0.929 (0.040),1.044 (0.028),"1,593 (9.1)",238,"17,586",5.46\%
412,657,1,"Holmes County, MS",3.376 (0.067),1.058 (0.020),"7,529 (42.7)",843,"17,622",5.58\%
413,623,1,"Patrick County, VA",0.929 (0.040),1.044 (0.028),367 (2.1),115,"17,673",2.61\%
414,336,1,"Greene County, GA",3.128 (0.064),1.014 (0.014),"1,573 (8.9)",248,"17,698",4.44\%
415,91,1,"Benzie County, MI",2.875 (0.075),0.935 (0.074),110 (0.6),28,"17,753",3.57\%
416,489,1,"Arkansas County, AR",3.130 (0.340),1.030 (0.207),0 (0.0),199,"17,769",0.00\%
417,505,1,"Franklin County, AR",3.130 (0.340),1.030 (0.207),309 (1.7),108,"17,810",1.85\%
418,776,1,"Russell County, KY",3.302 (0.115),1.076 (0.034),698 (3.9),100,"17,821",5.00\%
419,111,1,"Kalkaska County, MI",2.875 (0.075),0.935 (0.074),440 (2.5),48,"17,824",8.33\%
420,635,1,"Westmoreland County, VA",0.929 (0.040),1.044 (0.028),245 (1.4),193,"17,830",1.04\%
421,711,1,"Hancock County, IL",3.133 (0.391),1.060 (0.041),126 (0.7),32,"17,844",3.12\%
422,923,1,"Ste. Genevieve County, MO",3.517 (0.096),1.213 (0.041),151 (0.8),44,"17,888",2.27\%
423,527,1,"Randolph County, AR",3.130 (0.340),1.030 (0.207),309 (1.7),173,"17,948",1.16\%
424,522,1,"Phillips County, AR",3.130 (0.340),1.030 (0.207),927 (5.1),282,"18,029",2.13\%
425,1135,1,"Young County, TX",3.777 (0.083),1.235 (0.028),819 (4.5),139,"18,045",2.88\%
426,990,1,"Andrews County, TX",3.777 (0.083),1.235 (0.028),"1,228 (6.8)",255,"18,128",2.35\%
427,698,1,"Winston County, MS",3.376 (0.067),1.058 (0.020),"2,403 (13.2)",571,"18,165",2.63\%
428,1146,1,"Gilchrist County, FL",3.647 (0.407),1.276 (0.029),478 (2.6),334,"18,256",0.90\%
429,1027,1,"Eastland County, TX",3.777 (0.083),1.235 (0.028),204 (1.1),51,"18,322",1.96\%
430,503,1,"Drew County, AR",3.130 (0.340),1.030 (0.207),309 (1.7),162,"18,328",1.23\%
431,641,1,"Attala County, MS",3.376 (0.067),1.058 (0.020),"3,844 (20.9)",495,"18,365",4.85\%
432,1002,1,"Burleson County, TX",3.777 (0.083),1.235 (0.028),"1,023 (5.6)",231,"18,389",2.16\%
433,249,1,"Macon County, AL",3.438 (0.069),0.979 (0.238),"2,091 (11.3)",308,"18,439",4.22\%
434,961,1,"Humphreys County, TN",3.637 (0.079),1.226 (0.025),546 (3.0),101,"18,486",2.97\%
435,919,1,"Pike County, MO",3.517 (0.096),1.213 (0.041),151 (0.8),69,"18,504",1.45\%
436,291,1,"Appling County, GA",3.128 (0.064),1.014 (0.014),"2,288 (12.4)",594,"18,507",2.69\%
437,778,1,"Simpson County, KY",3.302 (0.115),1.076 (0.034),978 (5.3),138,"18,529",5.07\%
438,1158,1,"Madison County, FL",3.647 (0.407),1.276 (0.029),"1,116 (6.0)",643,"18,529",1.09\%
439,18,1,"Park County, CO",2.912 (0.092),0.810 (0.238),105 (0.6),41,"18,556",2.44\%
440,48,1,"Cedar County, IA",1.193 (0.333),0.914 (0.032),52 (0.3),120,"18,627",0.83\%
441,373,1,"Pike County, GA",3.128 (0.064),1.014 (0.014),572 (3.1),192,"18,634",2.08\%
442,998,1,"Bosque County, TX",3.777 (0.083),1.235 (0.028),409 (2.2),125,"18,691",1.60\%
443,77,1,"Poweshiek County, IA",1.193 (0.333),0.914 (0.032),421 (2.3),146,"18,699",5.48\%
444,684,1,"Stone County, MS",3.376 (0.067),1.058 (0.020),480 (2.6),148,"18,717",2.03\%
445,1022,1,"Deaf Smith County, TX",3.777 (0.083),1.235 (0.028),"3,480 (18.6)",597,"18,760",2.85\%
446,436,1,"Paulding County, OH",3.557 (0.092),1.017 (0.031),0 (0.0),59,"18,760",0.00\%
447,651,1,"Covington County, MS",3.376 (0.067),1.058 (0.020),"1,762 (9.3)",578,"18,853",1.90\%
448,300,1,"Brantley County, GA",3.128 (0.064),1.014 (0.014),572 (3.0),224,"18,897",1.79\%
449,296,1,"Banks County, GA",3.128 (0.064),1.014 (0.014),429 (2.3),242,"18,988",1.24\%
450,355,1,"Long County, GA",3.128 (0.064),1.014 (0.014),143 (0.8),123,"18,998",0.81\%
451,349,1,"Lamar County, GA",3.128 (0.064),1.014 (0.014),"1,287 (6.8)",223,"19,000",4.04\%
452,540,1,"Bertie County, NC",3.679 (0.104),1.032 (0.056),604 (3.2),247,"19,026",2.02\%
453,250,1,"Marengo County, AL",3.438 (0.069),0.979 (0.238),"2,252 (11.8)",515,"19,066",2.72\%
454,192,1,"Perry County, IN",3.361 (0.085),0.954 (0.022),"1,400 (7.3)",171,"19,102",7.02\%
455,325,1,"Elbert County, GA",3.128 (0.064),1.014 (0.014),143 (0.7),323,"19,120",0.31\%
456,918,1,"Perry County, MO",3.517 (0.096),1.213 (0.041),606 (3.2),206,"19,150",1.94\%
457,727,1,"Adair County, KY",3.302 (0.115),1.076 (0.034),"2,655 (13.8)",203,"19,215",9.36\%
458,298,1,"Berrien County, GA",3.128 (0.064),1.014 (0.014),0 (0.0),261,"19,252",0.00\%
459,280,1,"Langlade County, WI",1.463 (0.432),0.998 (0.030),109 (0.6),48,"19,268",2.08\%
460,889,1,"Benton County, MO",3.517 (0.096),1.213 (0.041),151 (0.8),71,"19,278",1.41\%
461,460,1,"East Feliciana Parish, LA",3.373 (0.067),1.018 (0.130),"4,814 (24.9)",518,"19,305",6.76\%
462,649,1,"Clay County, MS",3.376 (0.067),1.058 (0.020),"2,242 (11.6)",368,"19,386",3.80\%
463,372,1,"Pierce County, GA",3.128 (0.064),1.014 (0.014),858 (4.4),378,"19,389",1.59\%
464,65,1,"Jackson County, IA",1.193 (0.333),0.914 (0.032),52 (0.3),139,"19,432",0.72\%
465,689,1,"Tishomingo County, MS",3.376 (0.067),1.058 (0.020),480 (2.5),316,"19,454",0.95\%
466,1152,1,"Holmes County, FL",3.647 (0.407),1.276 (0.029),319 (1.6),445,"19,477",0.45\%
467,706,1,"Douglas County, IL",3.133 (0.391),1.060 (0.041),253 (1.3),102,"19,479",1.96\%
468,189,1,"Orange County, IN",3.361 (0.085),0.954 (0.022),"2,801 (14.4)",163,"19,489",14.72\%
469,457,1,"Concordia Parish, LA",3.373 (0.067),1.018 (0.130),"1,100 (5.6)",278,"19,572",2.88\%
470,1085,1,"Montague County, TX",3.777 (0.083),1.235 (0.028),204 (1.0),57,"19,596",1.75\%
471,574,1,"Northampton County, NC",3.679 (0.104),1.032 (0.056),"1,933 (9.8)",307,"19,676",5.21\%
472,219,1,"Butler County, AL",3.438 (0.069),0.979 (0.238),"5,632 (28.6)",751,"19,680",4.66\%
473,872,1,"Martin County, MN",1.012 (0.032),1.172 (0.034),719 (3.6),203,"19,785",2.46\%
474,589,1,"Warren County, NC",3.679 (0.104),1.032 (0.056),724 (3.7),240,"19,807",2.50\%
475,804,1,"McIntosh County, OK",2.922 (0.079),1.090 (0.027),132 (0.7),151,"19,815",0.66\%
476,1033,1,"Frio County, TX",3.777 (0.083),1.235 (0.028),"1,023 (5.2)",475,"19,816",1.05\%
477,43,1,"Buena Vista County, IA",1.193 (0.333),0.914 (0.032),632 (3.2),"1,784","19,874",0.67\%
478,256,1,"Pickens County, AL",3.438 (0.069),0.979 (0.238),"1,448 (7.3)",363,"19,938",2.48\%
479,983,1,"Smith County, TN",3.637 (0.079),1.226 (0.025),546 (2.7),361,"19,942",0.83\%
480,6,1,"Chaffee County, CO",2.912 (0.092),0.810 (0.238),"1,999 (10.0)",287,"20,027",6.62\%
481,85,1,"Winneshiek County, IA",1.193 (0.333),0.914 (0.032),52 (0.3),82,"20,029",1.22\%
482,490,1,"Ashley County, AR",3.130 (0.340),1.030 (0.207),618 (3.1),249,"20,046",1.61\%
483,525,1,"Polk County, AR",3.130 (0.340),1.030 (0.207),154 (0.8),128,"20,049",0.78\%
484,169,1,"Fulton County, IN",3.361 (0.085),0.954 (0.022),233 (1.2),144,"20,092",1.39\%
485,742,1,"Clay County, KY",3.302 (0.115),1.076 (0.034),698 (3.5),143,"20,105",3.50\%
486,1071,1,"Lavaca County, TX",3.777 (0.083),1.235 (0.028),"2,866 (14.3)",593,"20,110",2.36\%
487,159,1,"Carroll County, IN",3.361 (0.085),0.954 (0.022),233 (1.2),142,"20,127",1.41\%
488,949,1,"DeKalb County, TN",3.637 (0.079),1.226 (0.025),182 (0.9),304,"20,138",0.33\%
489,46,1,"Carroll County, IA",1.193 (0.333),0.914 (0.032),52 (0.3),181,"20,154",0.55\%
490,462,1,"Franklin Parish, LA",3.373 (0.067),1.018 (0.130),"2,338 (11.6)",826,"20,156",2.06\%
491,733,1,"Bourbon County, KY",3.302 (0.115),1.076 (0.034),139 (0.7),69,"20,184",1.45\%
492,1023,1,"DeWitt County, TX",3.777 (0.083),1.235 (0.028),"3,071 (15.2)",531,"20,187",2.82\%
493,474,1,"Richland Parish, LA",3.373 (0.067),1.018 (0.130),825 (4.1),538,"20,192",1.12\%
494,695,1,"Wayne County, MS",3.376 (0.067),1.058 (0.020),"3,364 (16.6)",732,"20,298",2.87\%
495,405,1,"Worth County, GA",3.128 (0.064),1.014 (0.014),"3,290 (16.2)",424,"20,299",5.42\%
496,200,1,"Spencer County, IN",3.361 (0.085),0.954 (0.022),350 (1.7),113,"20,327",2.65\%
497,266,1,"Adams County, WI",1.463 (0.432),0.998 (0.030),218 (1.1),73,"20,348",2.74\%
498,279,1,"Kewaunee County, WI",1.463 (0.432),0.998 (0.030),218 (1.1),110,"20,383",1.82\%
499,399,1,"Washington County, GA",3.128 (0.064),1.014 (0.014),286 (1.4),421,"20,386",0.48\%
500,734,1,"Breckinridge County, KY",3.302 (0.115),1.076 (0.034),279 (1.4),52,"20,388",3.85\%
501,822,1,"Texas County, OK",2.922 (0.079),1.090 (0.027),924 (4.5),"1,035","20,455",0.68\%
502,276,1,"Jackson County, WI",1.463 (0.432),0.998 (0.030),109 (0.5),48,"20,478",2.08\%
503,932,1,"Vernon County, MO",3.517 (0.096),1.213 (0.041),0 (0.0),45,"20,528",0.00\%
